Category,Data_Alpha_Carotene,Data_Beta_Carotene,Data_Beta_Cryptoxanthin,Data_Carbohydrate,Data_Cholesterol,Data_Choline,Data_Fiber,Data_Lutein_and_Zeaxanthin,Data_Lycopene,Data_Niacin,Data_Protein,Data_Retinol,Data_Riboflavin,Data_Selenium,Data_Sugar_Total,Data_Thiamin,Data_Water,Data_Fat_Monosaturated_Fat,Data_Fat_Polysaturated_Fat,Data_Fat_Saturated_Fat,Data_Fat_Total_Lipid,Data_Major_Minerals_Calcium,Data_Major_Minerals_Copper,Data_Major_Minerals_Iron,Data_Major_Minerals_Magnesium,Data_Major_Minerals_Phosphorus,Data_Major_Minerals_Potassium,Data_Major_Minerals_Sodium,Data_Major_Minerals_Zinc,Data_Vitamins_Vitamin_A___RAE,Data_Vitamins_Vitamin_B12,Data_Vitamins_Vitamin_B6,Data_Vitamins_Vitamin_C,Data_Vitamins_Vitamin_E,Data_Vitamins_Vitamin_K
Corn fritter,3.0,12.0,11.0,40.77,63.0,57.8,2.2,411.0,0.0,2.743,8.25,44.0,0.329,19.7,3.57,0.279,26.02,8.996,6.267,5.775,22.51,132.0,0.09,2.53,21.0,156.0,171.0,502.0,0.76,45.0,0.19,0.071,0.7,1.48,11.0
Corn nuts,0.0,0.0,0.0,71.86,0.0,20.6,6.9,0.0,0.0,1.694,8.5,0.0,0.13,14.8,0.61,0.041,1.3,9.46,3.05,2.43,15.64,9.0,0.115,1.67,113.0,275.0,278.0,564.0,1.78,0.0,0.0,0.229,0.0,1.98,9.3
Corn oil,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.576,54.677,12.948,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.9
Corn pone,27.5,42.0,0.0,38.735,0.0,3.95,1.85,705.0,0.0,2.1515000000000004,3.42,0.0,0.165,5.050000000000001,0.775,0.2135,48.675,2.744,2.1425,1.656,7.045,110.5,0.0419999999999999,2.305,16.5,87.5,69.5,427.0,0.32,5.0,0.0,0.079,0.0,0.44,3.3
Corn soup,8.5,29.5,5.5,9.745,3.5,12.65,0.75,454.0,0.0,0.5934999999999999,1.6800000000000002,14.5,0.0695,0.75,2.655,0.03,86.33500000000001,0.364,0.1985,0.7015,1.4300000000000002,22.0,0.0295,0.2299999999999999,10.5,41.5,97.0,221.5,0.315,17.5,0.07,0.0355,2.1,0.075,4.9
Corn syrup,0.0,0.0,0.0,76.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,76.77,0.059,22.81,0.0,0.0,0.0,0.2,13.0,0.0,0.0,1.0,0.0,1.0,62.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
Cornbread,8.5,24.5,11.0,48.555,46.5,44.45,1.9,474.0,0.0,2.139,6.515000000000001,35.0,0.225,11.05,11.46,0.226,32.825,3.577,2.722,2.789,9.59,169.0,0.065,2.165,18.0,275.5,134.5,542.5,0.635,38.0,0.21,0.083,0.05,0.755,6.25
Cornbread muffin,13.5,22.0,0.5,48.35,32.0,42.0,2.5,344.5,0.0,2.2365,6.4,45.0,0.3105,14.75,12.57,0.277,33.375,3.0125,3.472,1.666,9.34,145.5,0.18,2.7350000000000003,26.5,228.0,107.5,453.0,0.5900000000000001,48.0,0.15,0.0854999999999999,0.0,0.935,5.85
Cornbread stuffing,0.0,58.0,0.0,21.9,0.0,24.4,2.9,0.0,0.0,1.247,2.9,73.0,0.092,30.7,0.0,0.117,64.9,3.856,2.706,1.755,8.8,26.0,0.069,0.94,13.0,34.0,62.0,526.0,0.23,78.0,0.01,0.038,0.8,0.85,8.8
Corned beef,76.5,182.5,2.5,5.003333333333333,67.33333333333333,60.86666666666667,0.5833333333333334,61.5,0.0,2.3196666666666665,16.69,0.0,0.1251666666666666,27.33333333333333,0.3916666666666666,0.0396666666666666,63.69833333333333,5.914333333333334,0.785,4.662999999999999,13.2,11.166666666666666,0.1201666666666666,1.535,14.833333333333334,98.0,183.16666666666663,728.3333333333334,3.078333333333333,18.666666666666668,1.1833333333333331,0.1956666666666666,2.5,0.2466666666666666,5.2
Corned beef hash,0.0,0.0,0.0,9.27,32.0,15.6,1.1,5.0,0.0,1.572,8.73,0.0,0.05,7.5,0.34,0.069,70.32,5.26,0.3,4.32,10.24,19.0,0.0,1.0,13.0,56.0,172.0,412.0,1.4,0.0,0.41,0.231,0.9,0.04,1.8
Corned beef patty,0.0,0.0,0.0,9.27,32.0,15.6,1.1,5.0,0.0,1.572,8.73,0.0,0.05,7.5,0.34,0.069,70.32,5.26,0.3,4.32,10.24,19.0,0.0,1.0,13.0,56.0,172.0,412.0,1.4,0.0,0.41,0.231,0.9,0.04,1.8
Corned beef sandwich,0.0,9.0,0.0,19.73,34.0,41.9,1.1,59.0,0.0,2.856,14.57,0.0,0.165,26.2,2.37,0.217,56.85,2.651,1.01,2.794,7.43,99.0,0.08,2.19,18.0,92.0,123.0,713.0,1.79,1.0,0.64,0.095,0.4,0.17,4.2
Corned beef with tomato sauce and onion,0.0,32.0,0.0,2.04,60.0,57.9,0.4,4.0,1735.0,1.831,19.18,0.0,0.114,30.0,1.08,0.022,65.94,4.956,1.243,4.574,12.36,14.0,0.066,1.61,13.0,85.0,155.0,688.0,2.54,3.0,1.07,0.115,1.7,0.52,3.8
Cornish game hen,0.0,0.0,0.0,0.0,117.5,60.85,0.0,0.0,0.0,6.0345,22.595,26.0,0.211,18.0,0.0,0.07,64.755,4.5815,2.251,2.995,10.95,13.0,0.0595,0.8300000000000001,18.5,146.5,245.5,385.5,1.5,26.0,0.29,0.3295,0.55,0.3,2.4
Cornmeal,8.0,15.0,0.0,28.12,8.0,13.8,0.5,196.0,0.0,0.703,4.11,55.0,0.178,3.3,17.75,0.1,64.5,0.456,0.172,1.132,2.16,120.0,0.013,0.59,16.0,111.0,168.0,151.0,0.49,57.0,0.29,0.065,0.0,0.05,0.2
Cornmeal beverage,0.0,3.0,0.0,16.3,5.0,7.6,0.2,0.0,0.0,0.22,1.7,13.0,0.075,1.2,13.87,0.046,80.05,0.33,0.104,0.819,1.54,59.0,0.012,0.17,9.0,51.0,74.0,18.0,0.24,14.0,0.22,0.039,0.0,0.03,0.1
Cornmeal beverage with chocolate milk,0.0,3.0,0.0,20.88,5.0,9.8,0.4,1.0,0.0,0.322,1.94,14.0,0.083,1.4,17.95,0.049,74.25,0.602,0.168,1.293,2.4,63.0,0.048,0.29,14.0,60.0,97.0,19.0,0.32,14.0,0.19,0.041,0.0,0.04,0.2
Cornmeal coconut dessert,7.0,11.0,0.0,27.66,0.0,8.2,2.3,179.0,0.0,1.161,2.82,0.0,0.045,6.6,16.3,0.073,47.78,0.91,0.323,18.009,20.54,14.0,0.236,1.94,35.0,97.0,241.0,219.0,0.65,1.0,0.0,0.047,1.9,0.14,0.1
Cornmeal dressing with chicken or turkey and vegetables,6.0,104.0,2.0,19.15,93.0,48.0,1.2,184.0,2.0,2.046,7.58,385.0,0.295,15.8,3.48,0.12,56.64,6.208,4.238,3.097,14.36,101.0,0.093,2.41,15.0,122.0,145.0,560.0,1.03,394.0,1.64,0.13,3.2,1.42,23.2
Cornmeal dumpling,14.0,38.0,2.0,25.39,69.0,48.6,1.1,454.0,0.0,1.442,5.33,61.0,0.219,10.4,1.55,0.162,62.97,1.834,1.2,1.263,4.67,88.0,0.04,1.75,14.0,107.0,101.0,351.0,0.53,65.0,0.24,0.084,0.0,0.46,2.5
Cornmeal fritter,14.0,38.0,0.0,20.76,20.0,4.5,1.0,352.0,0.0,1.157,6.76,54.0,0.166,5.7,0.52,0.108,52.91,6.359,4.663,5.682,17.46,149.0,0.046,1.28,15.0,120.0,63.0,563.0,0.83,57.0,0.1,0.054,0.0,1.3,12.7
Cornmeal mush,9.0,18.666666666666668,0.0,12.323333333333332,2.0,1.5333333333333332,0.6,227.33333333333331,0.0,0.694,1.1133333333333335,10.0,0.054,1.6000000000000003,0.25,0.0683333333333333,84.88333333333334,0.3703333333333333,0.298,0.5336666666666666,1.3066666666666666,4.0,0.0213333333333333,0.6433333333333334,6.0,15.0,21.0,79.0,0.11,12.0,0.0,0.0413333333333333,0.0,0.14,0.6
Cornmeal stick,32.0,59.0,0.0,48.38,10.0,6.3,2.4,838.0,0.0,2.717,6.92,28.0,0.249,8.0,1.03,0.251,22.09,8.116,7.352,4.598,20.97,80.0,0.059,2.75,23.0,110.0,100.0,414.0,0.75,35.0,0.05,0.106,0.0,2.02,19.6
Cottage cheese,0.0,22.0,0.0,3.18,31.0,18.6,0.0,0.0,0.0,0.093,10.49,82.0,0.154,9.1,2.52,0.025,75.19,2.394,0.329,5.198,9.8,78.0,0.027,0.07,8.0,150.0,98.0,297.0,0.38,83.0,0.41,0.043,0.0,0.24,0.5
Cottonseed oil,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,51.9,25.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,24.7
Couscous,0.0,0.0,0.0,23.11,0.0,3.3,1.4,25.0,0.0,0.978,3.77,0.0,0.027,27.4,0.1,0.063,72.23,0.022,0.064,0.029,0.16,8.0,0.041,0.38,8.0,22.0,58.0,189.0,0.26,0.0,0.0,0.051,0.0,0.13,0.1
Crab,0.0,17.444444444444443,0.2222222222222222,5.442222222222222,101.66666666666669,85.48888888888888,0.2555555555555555,18.77777777777778,247.0,2.9566666666666666,18.35666666666667,13.555555555555555,0.1231111111111111,43.74444444444444,0.9177777777777778,0.0691111111111111,69.65666666666667,1.512,1.471777777777778,0.7849999999999999,4.094444444444445,101.88888888888889,0.7981111111111111,0.8344444444444444,37.77777777777778,241.55555555555557,274.1111111111111,678.4444444444445,3.774444444444444,15.0,3.1122222222222224,0.158,3.466666666666667,2.16,5.466666666666667
Crab cake,0.0,1.0,1.0,2.58,111.0,87.0,0.2,51.0,0.0,2.142,14.57,18.0,0.122,34.7,0.51,0.042,66.39,4.408,7.345,2.441,14.75,78.0,0.602,0.7,29.0,196.0,215.0,416.0,2.92,18.0,2.48,0.138,2.6,2.37,24.0
Crab cake sandwich,0.0,0.0,1.0,18.12,74.0,62.9,0.9,49.0,0.0,3.015,12.86,12.0,0.161,30.9,2.12,0.197,56.16,3.178,5.52,1.901,11.03,122.0,0.443,1.59,28.0,168.0,182.0,436.0,2.24,12.0,1.66,0.123,1.8,1.65,16.1
Crab imperial,1.0,44.0,2.0,3.2,116.0,96.1,0.2,59.0,0.0,1.831,13.96,72.0,0.169,32.6,1.22,0.051,73.61,3.073,1.83,1.808,7.31,87.0,0.525,0.6,28.0,194.0,222.0,482.0,2.66,76.0,2.33,0.13,4.9,1.87,6.0
Crab salad,0.0,62.0,1.0,1.19,58.0,49.8,0.4,67.0,0.0,1.47,9.44,4.0,0.065,22.3,0.57,0.02,71.76,3.552,9.382,2.531,15.89,57.0,0.425,0.35,21.0,129.0,200.0,459.0,2.0,9.0,1.71,0.1,4.6,1.68,40.4
Crab salad made with imitation crab,0.0,64.0,1.0,8.58,19.0,15.4,0.6,69.0,0.0,0.384,4.12,3.0,0.057,11.5,3.65,0.023,69.02,3.744,9.644,2.62,16.28,18.0,0.029,0.29,24.0,149.0,115.0,526.0,0.23,9.0,0.3,0.085,3.1,0.86,41.9
Crab soup,104.66666666666669,295.0,4.333333333333333,2.54,21.0,22.5,0.5333333333333333,39.66666666666666,357.6666666666667,1.3230000000000002,4.756666666666667,14.0,0.052,8.233333333333334,1.1166666666666667,0.069,89.77,0.43,0.2366666666666666,0.946,1.8166666666666664,45.66666666666666,0.1826666666666666,0.37,12.333333333333334,70.66666666666667,158.66666666666666,224.33333333333331,0.8099999999999999,43.66666666666666,0.6433333333333333,0.063,2.9,0.56,1.7333333333333334
Crabs in tomato-based sauce,1.0,76.0,2.0,2.96,66.0,57.9,0.6,19.0,2308.0,2.066,12.52,1.0,0.079,29.3,1.16,0.028,73.11,6.181,1.071,1.3,8.9,73.0,0.595,0.72,30.0,169.0,263.0,618.0,2.66,7.0,2.25,0.152,7.7,2.74,9.7
Cracker chips,19.0,29.0,0.0,67.26,0.0,14.8,8.8,441.0,0.0,2.1,7.95,0.0,0.02,12.2,7.2,0.14,2.04,11.501,6.513,2.166,21.11,20.0,0.227,1.74,76.0,222.0,232.0,423.0,1.65,3.0,0.0,0.2,0.0,7.04,2.4
Crackers,14.509803921568627,41.50980392156863,2.3529411764705883,68.01607843137255,1.0196078431372548,18.7921568627451,5.225490196078432,76.6078431372549,0.0196078431372549,4.614274509803922,9.095098039215689,1.9411764705882355,0.270843137254902,16.768627450980393,6.124901960784314,0.4000196078431372,4.318235294117647,5.516921568627451,6.241411764705883,3.0444901960784314,15.922941176470587,73.29411764705883,0.239156862745098,3.5094117647058822,60.21568627450981,236.2941176470588,231.6078431372549,648.5098039215686,1.388627450980392,6.0588235294117645,0.0456862745098039,0.1702549019607843,1.0,1.6905882352941175,16.031372549019608
Cranberries,0.0,32.5,0.0,47.385,0.0,6.9,4.45,114.5,0.0,0.3245,0.315,0.0,0.024,0.35,38.415,0.0125,51.55499999999999,0.158,0.1185,0.048,0.6100000000000001,8.5,0.0595,0.31,5.0,9.5,64.5,3.5,0.095,2.5,0.0,0.0475,7.1,1.71,6.3
Cranberry juice,0.0,27.0,0.0,12.2,0.0,3.3,0.1,68.0,0.0,0.091,0.39,0.0,0.018,0.1,12.1,0.009,87.13,0.023,0.07,0.01,0.13,8.0,0.055,0.25,6.0,13.0,77.0,2.0,0.1,2.0,0.0,0.052,9.3,1.2,5.1
Cranberry juice blend,0.0,8.5,0.0,11.685,0.0,2.1,0.15,50.5,0.0,0.0905,0.215,0.0,0.015,0.1,10.36,0.0055,87.82499999999999,0.0035,0.017,0.0125,0.12,15.0,0.013,0.095,6.0,8.5,86.0,6.5,0.05,0.5,0.0,0.0195,29.85,0.01,0.1
Cranberry juice drink,0.0,5.5,0.0,9.11,0.0,0.75,0.05,16.0,0.0,0.0345,0.05,0.0,0.0035,0.15,8.235,0.0015,90.685,0.0095,0.0295,0.0045,0.05,6.5,0.0085,0.08,2.0,1.0,29.5,3.5,0.025,0.0,0.0,0.0095,37.15,0.245,1.05
Cranberry sauce,0.0,20.0,0.0,40.4,0.0,3.8,1.1,48.0,0.0,0.1,0.9,0.0,0.021,0.4,31.75,0.015,58.45,0.007,0.031,0.007,0.15,3.0,0.026,0.41,2.0,4.0,28.0,5.0,0.03,2.0,0.0,0.014,1.0,0.93,1.4
Crayfish,0.0,0.0,0.5,5.105,134.5,89.15,0.3,24.5,0.0,2.4835000000000003,16.95,22.0,0.102,35.5,0.455,0.104,69.00999999999999,2.3395,2.4105000000000003,1.0155,6.37,58.0,0.547,1.215,32.0,268.5,301.5,371.5,1.615,22.0,1.885,0.0965,0.8500000000000001,2.595,5.95
Cream,0.0,35.142857142857146,0.0,5.312857142857142,55.285714285714285,17.242857142857144,0.0,0.0,0.0,0.095,2.914285714285714,171.14285714285714,0.1959999999999999,3.271428571428572,4.675714285714286,0.0295714285714285,73.36714285714285,4.638,0.7912857142857144,10.953285714285714,17.82857142857143,90.57142857142856,0.011,0.0571428571428571,9.857142857142858,91.28571428571428,131.28571428571428,58.142857142857146,0.3942857142857143,174.14285714285714,0.22,0.0461428571428571,0.7714285714285715,0.3828571428571429,1.7142857142857142
Cream cheese,0.3333333333333333,26.666666666666668,0.6666666666666666,10.013333333333334,68.0,16.633333333333333,0.0,2.333333333333333,0.0,0.1096666666666666,7.036666666666666,202.66666666666663,0.1946666666666666,5.433333333333334,7.963333333333334,0.033,59.92666666666667,5.507666666666666,0.9123333333333332,12.517333333333331,21.196666666666665,126.33333333333331,0.0266666666666666,0.1466666666666666,8.0,132.33333333333334,201.0,379.3333333333333,0.5299999999999999,205.0,0.6566666666666666,0.0473333333333333,0.0,0.4566666666666667,1.4
Cream cheese spread,0.0,11.0,0.0,7.66,12.0,65.2,0.0,0.0,0.0,0.23,15.69,10.0,0.265,4.9,5.48,0.04,71.87,0.25,0.057,0.644,1.0,351.0,0.036,0.19,22.0,523.0,278.0,702.0,1.5,11.0,0.95,0.05,0.0,0.02,0.2
Cream of rye,0.0,0.0,0.0,8.86,0.0,2.4,1.4,22.0,0.0,0.183,1.28,0.0,0.012,1.7,0.13,0.027,89.1,0.022,0.082,0.021,0.18,6.0,0.045,0.28,8.0,25.0,43.0,139.0,0.26,0.0,0.0,0.028,0.0,0.17,0.7
Cream of wheat,0.0,6.285714285714286,0.0,14.302857142857144,4.190476190476191,10.138095238095238,0.5428571428571429,2.0,0.0,1.3956190476190475,2.616190476190476,127.38095238095238,0.1367619047619047,3.4857142857142858,3.6233333333333335,0.1205238095238095,80.18619047619048,0.6054285714285714,0.4207619047619048,0.9458571428571428,2.171428571428572,146.14285714285714,0.0489523809523809,3.937142857142857,9.952380952380953,46.76190476190476,78.19047619047619,110.61904761904762,0.2742857142857143,128.04761904761904,0.2128571428571428,0.1498571428571428,0.0285714285714285,0.6266666666666667,1.0285714285714287
Cream puff,0.0,48.6,2.0,24.992,109.6,59.36,0.68,117.0,0.0,1.106,5.258,158.6,0.2295999999999999,14.06,12.064,0.1498,49.11,6.5356,3.3298,8.3202,19.454,39.4,0.0579999999999999,1.168,10.4,87.0,75.6,262.4,0.478,163.2,0.214,0.0477999999999999,0.08,1.224,8.34
Cream sauce,0.0,29.0,0.0,10.22,45.0,6.4,0.1,0.0,0.0,0.025,1.16,161.0,0.075,1.5,1.16,0.008,71.59,3.627,0.628,9.177,14.38,29.0,0.014,0.09,4.0,24.0,39.0,938.0,0.1,164.0,0.06,0.013,0.2,0.37,1.3
Creamed chipped or dried beef,0.0,48.0,0.0,7.57,18.0,15.2,0.1,1.0,0.0,1.046,7.63,106.0,0.162,7.5,4.59,0.082,74.64,3.321,1.853,2.247,7.9,110.0,0.017,0.52,14.0,118.0,173.0,478.0,1.08,110.0,0.6,0.1,0.1,0.74,7.1
Creamed christophine,1.0,20.0,1.0,24.99,37.0,32.4,1.5,35.0,0.0,0.586,2.24,39.0,0.09,2.9,17.45,0.058,67.46,1.622,0.998,1.201,4.12,47.0,0.107,0.58,14.0,54.0,150.0,279.0,0.76,41.0,0.16,0.084,4.4,0.46,6.5
Creamsicle,0.0,6.5,1.0,22.205,4.0,13.1,0.9,1.0,0.0,0.0655,1.32,62.5,0.1185,1.15,10.9,0.026,74.33500000000001,0.4095,0.0685,0.9065,1.54,49.5,0.014,0.25,7.5,51.5,115.5,40.5,0.545,63.0,0.245,0.0225,10.8,0.045,0.15
Creamy dressing,5.666666666666667,26.0,0.6666666666666666,10.966666666666669,8.666666666666666,21.6,0.0,34.333333333333336,1.6666666666666667,0.038,1.4066666666666665,6.333333333333333,0.0523333333333333,2.2333333333333334,5.23,0.0116666666666666,64.79333333333334,4.371666666666667,11.744666666666667,3.1910000000000003,20.41333333333333,23.33333333333333,0.0063333333333333,0.2266666666666666,4.0,90.0,77.66666666666667,877.0,0.13,9.0,0.08,0.0266666666666666,0.1333333333333333,1.7800000000000002,46.70000000000001
Creme brulee,0.0,3.0,1.0,17.87,41.0,33.1,0.0,45.0,0.0,0.103,4.08,66.0,0.163,4.5,17.88,0.041,74.55,0.706,0.23,1.309,2.66,116.0,0.008,0.16,12.0,109.0,151.0,75.0,0.49,66.0,0.34,0.054,0.0,0.12,0.2
Crepe,0.2857142857142857,25.0,1.8571428571428568,19.685714285714287,90.28571428571428,65.15714285714286,0.7000000000000001,119.28571428571428,0.0,1.7008571428571426,8.308571428571428,84.0,0.2357142857142857,15.014285714285714,8.221428571428572,0.1177142857142857,61.73428571428571,3.438142857142857,1.7161428571428572,3.033142857142857,9.02,74.0,0.0655714285714285,1.282857142857143,14.714285714285714,126.28571428571428,157.0,277.1428571428572,0.8285714285714285,86.0,0.4185714285714286,0.0958571428571428,1.342857142857143,0.722857142857143,6.928571428571429
Cress,0.0,4129.5,0.0,5.615,1.0,20.0,1.1,12430.5,0.0,0.9945,2.66,5.5,0.259,0.9,4.49,0.0775,87.64500000000001,0.7449999999999999,0.6495,0.411,2.08,83.0,0.1735,1.33,39.0,77.5,618.5,80.0,0.235,350.0,0.0,0.2545,59.65,0.875,554.25
Crisp,0.0,136.0,18.75,38.8425,0.0,5.875,1.4,41.75,0.0,0.9585,1.8375,60.25,0.083,3.95,26.575,0.09125,51.2425,3.1605,2.083,1.39475,7.015,40.0,0.0577499999999999,0.95,8.0,49.25,80.75,248.5,0.195,72.25,0.015,0.03975,2.675,1.0475,11.4
Croaker,0.0,0.2857142857142857,0.1428571428571428,5.1085714285714285,72.85714285714286,78.67142857142858,0.2571428571428571,7.428571428571429,0.0,4.736571428571429,20.722857142857144,15.857142857142858,0.1358571428571428,42.65714285714286,0.4642857142857143,0.1212857142857142,65.05571428571429,2.6942857142857144,1.9305714285714284,1.769,7.088571428571428,30.142857142857142,0.062,0.7542857142857143,46.285714285714285,244.0,390.7142857142857,376.57142857142856,0.5728571428571428,15.857142857142858,2.494285714285714,0.3024285714285714,0.2142857142857142,1.8128571428571427,4.1571428571428575
Croissant,0.0,48.25,0.75,47.31,60.25,37.65,2.875,62.5,0.0,2.0722500000000004,8.1375,187.75,0.253,22.475,14.145,0.39925,21.6625,5.907,1.3947500000000002,11.5255,21.1025,40.5,0.11725,2.105,23.0,111.5,138.25,355.25,0.8325,192.0,0.19,0.0615,0.25,0.955,4.300000000000001
Croissant sandwich,1.5,85.0,1.5,24.68,49.0,22.95,0.95,90.5,0.0,2.2585,9.37,128.5,0.2754999999999999,15.1,4.23,0.2764999999999999,47.49,4.3055,0.8414999999999999,9.5295,16.195,182.0,0.0655,1.49,16.5,179.0,161.0,595.0,1.08,135.5,0.27,0.078,3.0,0.575,8.0
Croissant sandwich with bacon,0.0,35.0,4.0,22.5,170.0,126.1,1.0,196.0,0.0,2.007,12.92,173.0,0.296,26.6,4.8,0.227,45.83,5.753,1.989,7.031,16.4,146.0,0.072,1.55,17.0,217.0,160.0,602.0,1.31,176.0,0.64,0.09,0.1,0.97,2.8
Croissant sandwich with bacon and egg,0.0,44.0,3.0,22.09,225.0,105.5,1.2,134.0,0.0,2.245,13.46,168.0,0.36,25.7,5.87,0.274,42.01,6.783,2.024,9.318,20.47,43.0,0.077,2.15,17.0,195.0,172.0,442.0,1.4,172.0,0.63,0.167,1.5,0.85,4.7
Croissant sandwich with ham,0.0,29.0,3.0,18.98,140.0,104.7,0.9,144.0,0.0,2.1,12.45,144.0,0.2,17.9,5.42,0.34,51.14,4.738,1.485,5.161,14.95,95.0,0.083,1.4,17.0,221.0,179.0,711.0,1.43,146.0,0.66,0.15,0.1,0.76,2.1
Croissant sandwich with sausage,0.0,29.0,8.0,15.9,123.0,84.0,1.8,336.0,0.0,2.754,12.09,170.0,0.37,24.8,3.12,0.237,48.1,7.838,4.212,8.342,21.78,90.0,0.07,1.65,17.0,138.0,158.0,577.0,1.14,173.0,0.51,0.159,0.1,1.54,1.8
Croissant sandwich with sausage and egg,0.0,34.0,2.0,21.29,171.0,84.4,1.2,97.0,0.0,2.752,12.66,144.0,0.299,22.1,5.75,0.266,42.66,7.32,2.467,9.349,21.44,35.0,0.074,1.95,15.0,155.0,189.0,451.0,1.48,148.0,0.62,0.133,1.0,0.89,3.3
Croutons,0.0,6.0,0.0,63.5,7.0,14.6,5.0,45.0,0.0,4.646,10.8,7.0,0.421,28.8,4.41,0.506,3.6,9.498,2.368,5.247,18.3,96.0,0.168,2.82,42.0,140.0,181.0,1333.0,0.94,7.0,0.14,0.083,0.0,0.4,7.6
Crumpet,0.0,0.0,0.0,44.17,0.0,16.0,3.5,42.0,0.0,4.07,8.87,0.0,0.25,22.4,3.53,0.477,43.56,0.383,0.498,0.733,1.69,163.0,0.135,4.0,24.0,92.0,109.0,425.0,1.05,0.0,0.04,0.054,1.8,0.31,1.2
Crunchy snacks,43.0,75.0,0.0,61.59,13.0,16.6,0.0,914.0,0.0,1.291,0.0,31.0,0.099,12.1,0.0,0.169,2.6,14.682,7.698,4.669,28.57,285.0,0.16,6.4,69.0,1044.0,214.0,500.0,3.57,39.0,0.1,0.258,0.0,8.57,9.8
Cuban sandwich,0.0,39.0,0.0,22.67,36.0,49.9,0.8,3.0,0.0,4.18,17.81,66.0,0.283,27.5,3.27,0.608,45.56,4.546,2.531,3.825,11.96,141.0,0.082,1.98,24.0,191.0,219.0,529.0,1.73,69.0,0.63,0.249,0.7,0.76,7.4
Cucumber,11.333333333333334,48.0,26.666666666666668,3.8,0.6666666666666666,6.366666666666667,0.5333333333333333,23.666666666666668,0.0,0.1009999999999999,0.6833333333333332,4.0,0.034,0.3333333333333333,1.7466666666666668,0.0273333333333333,93.88666666666668,0.3706666666666666,0.3373333333333333,0.3213333333333333,1.11,17.0,0.043,0.2933333333333334,13.666666666666666,25.33333333333333,154.0,50.0,0.21,9.333333333333334,0.0,0.0466666666666666,2.766666666666667,0.1466666666666667,18.066666666666663
Cucumber and vegetable namasu,401.0,965.0,15.0,12.53,0.0,4.6,0.6,42.0,0.0,0.172,0.48,0.0,0.027,0.4,10.78,0.023,85.1,0.005,0.031,0.026,0.12,14.0,0.032,0.21,9.0,19.0,122.0,118.0,0.14,98.0,0.0,0.039,2.3,0.09,10.7
Cucumber salad,7.0,31.5,16.5,5.234999999999999,8.5,6.8,0.45,15.0,0.0,0.081,0.815,17.0,0.046,0.8,3.47,0.0225,84.82,2.7105,2.161,2.122,7.72,26.5,0.031,0.225,10.5,28.0,125.5,210.5,0.185,20.5,0.03,0.038,2.5,0.6499999999999999,16.15
Cucumber salad made with cucumber and vinegar,7.0,27.0,16.0,7.2,0.0,4.3,0.5,14.0,0.0,0.072,0.52,0.0,0.024,0.3,5.33,0.021,90.05,0.004,0.021,0.027,0.09,14.0,0.031,0.24,10.0,20.0,123.0,236.0,0.15,3.0,0.0,0.037,2.5,0.02,10.0
Currants,1.0,43.0,1.0,76.98,0.0,10.6,4.4,0.0,0.0,1.615,3.43,0.0,0.142,0.7,62.28,0.16,17.6,0.021,0.047,0.085,0.22,88.0,0.298,1.88,36.0,99.0,777.0,43.0,0.37,4.0,0.0,0.296,4.7,0.11,3.3
Curry sauce,0.0,208.0,2.0,4.96,1.0,9.6,1.4,19.0,11116.0,0.851,1.36,2.0,0.062,1.1,3.41,0.023,83.91,2.682,2.593,2.48,8.14,21.0,0.111,0.9,15.0,35.0,267.0,384.0,0.26,19.0,0.03,0.083,5.8,1.87,9.3
Custard,0.0,3.0,2.0,10.96,73.0,53.3,0.0,89.0,0.0,0.107,5.11,79.0,0.197,7.1,10.93,0.043,79.58,1.016,0.395,1.56,3.43,119.0,0.014,0.31,13.0,124.0,160.0,86.0,0.6,79.0,0.39,0.068,0.0,0.21,0.2
Custard pudding,1.0,1.6666666666666667,1.0,16.79,23.0,29.899999999999995,0.1,39.0,0.0,0.0579999999999999,1.68,15.666666666666666,0.067,2.4,11.85,0.012,79.60333333333334,0.522,0.144,0.6676666666666667,1.4900000000000002,54.333333333333336,0.03,0.2299999999999999,5.0,50.0,67.0,13.0,0.29,15.666666666666666,0.12,0.0249999999999999,0.6,0.16,0.0
Daikon radish,0.0,9.0,0.0,3.3,2.0,6.5,1.5,9.0,0.0,0.234,0.67,10.0,0.036,0.6,1.8,0.011,92.56,0.948,0.822,0.752,2.63,25.0,0.048,0.33,10.0,20.0,226.0,160.0,0.27,11.0,0.0,0.078,12.2,0.3,3.6
